HomeTeam,AwayTeam,FTR,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25
Cowdenbeath,Montrose,A,0,3,4.0,9.0,1.0,5.0,2.0,9.0,2,2,0,0,4.0,3.5,1.9,1.98,1.77
Clyde,Stirling,H,2,1,7.0,7.0,3.0,2.0,1.0,1.0,1,2,0,0,2.39,3.5,2.79,1.71,2.04
Elgin,Edinburgh City,D,1,1,13.0,8.0,4.0,2.0,10.0,5.0,2,2,0,0,1.83,3.75,4.0,1.67,2.1
Montrose,Berwick,H,1,0,10.0,1.0,2.0,1.0,8.0,1.0,1,3,0,0,1.5,4.33,6.0,1.61,2.19
Peterhead,Cowdenbeath,H,1,0,17.0,8.0,7.0,4.0,8.0,3.0,2,6,0,0,1.3,5.75,8.0,1.44,2.61
Stenhousemuir,Annan Athletic,H,3,2,15.0,12.0,6.0,5.0,9.0,2.0,2,1,0,0,1.85,3.79,3.79,1.69,2.08
Berwick,Stenhousemuir,D,0,0,6.0,14.0,4.0,4.0,2.0,6.0,2,0,0,0,4.5,3.79,1.72,1.75,2.0
Annan Athletic,Stirling,H,3,1,9.0,17.0,5.0,4.0,4.0,4.0,2,1,0,0,2.5,3.5,2.62,1.69,2.08
Berwick,Cowdenbeath,H,1,0,5.0,6.0,3.0,2.0,5.0,2.0,0,1,0,0,2.14,3.39,3.29,1.93,1.81
Edinburgh City,Clyde,A,1,3,7.0,12.0,3.0,6.0,6.0,9.0,5,0,0,0,3.39,3.5,2.04,1.77,1.96
Elgin,Peterhead,A,0,1,11.0,9.0,5.0,4.0,5.0,3.0,1,3,0,0,4.75,4.0,1.66,1.53,2.36
Stenhousemuir,Montrose,A,0,2,8.0,7.0,0.0,3.0,6.0,4.0,1,1,0,0,2.37,3.5,2.79,1.84,1.89
Berwick,Stenhousemuir,D,2,2,7.0,18.0,2.0,6.0,0.0,13.0,2,0,0,0,5.75,4.0,1.55,1.71,2.04
Clyde,Berwick,A,1,2,16.0,6.0,4.0,3.0,9.0,4.0,1,2,0,1,1.44,4.75,6.5,1.46,2.54
Cowdenbeath,Annan Athletic,A,0,2,7.0,9.0,5.0,4.0,2.0,2.0,2,0,0,1,3.39,4.0,1.9,1.71,2.05
Montrose,Elgin,D,1,1,18.0,5.0,9.0,3.0,15.0,0.0,0,1,0,0,1.25,5.25,13.0,1.55,2.33
Peterhead,Edinburgh City,H,2,1,12.0,3.0,4.0,2.0,5.0,4.0,2,3,0,0,1.19,5.75,17.0,1.45,2.58
Stirling,Stenhousemuir,D,1,1,4.0,8.0,1.0,3.0,2.0,6.0,0,0,0,0,3.0,2.79,2.45,1.92,1.82
Annan Athletic,Elgin,D,1,1,12.0,15.0,3.0,8.0,4.0,5.0,0,2,0,0,2.5,3.5,2.62,1.71,2.03
Berwick,Stirling,H,1,0,12.0,9.0,8.0,2.0,2.0,4.0,0,0,0,0,3.1,3.5,2.2,1.66,2.11
Clyde,Cowdenbeath,H,2,0,11.0,3.0,4.0,3.0,12.0,4.0,0,4,0,0,1.61,4.0,5.0,1.63,2.16
Edinburgh City,Albion Rvs,H,4,0,9.0,3.0,8.0,2.0,2.0,0.0,1,1,0,0,1.57,3.8,6.0,1.69,2.06
Peterhead,Queens Park,D,1,1,10.0,5.0,5.0,2.0,7.0,2.0,1,2,0,0,1.95,3.6,3.6,1.73,2.01
Albion Rvs,Peterhead,A,0,4,6.0,18.0,1.0,10.0,0.0,5.0,0,0,0,0,6.0,4.33,1.5,1.55,2.33
Cowdenbeath,Annan Athletic,A,1,2,8.0,5.0,4.0,3.0,8.0,4.0,2,2,0,0,2.62,3.5,2.5,1.85,1.89
Elgin,Edinburgh City,H,1,0,8.0,14.0,3.0,4.0,1.0,5.0,2,4,0,0,2.3,3.5,2.9,1.73,2.02
Queens Park,Berwick,H,1,0,14.0,14.0,4.0,5.0,5.0,8.0,3,0,0,0,1.75,3.8,4.33,1.73,2.02
Stirling,Clyde,A,0,3,3.0,4.0,2.0,1.0,3.0,4.0,3,2,0,0,2.8,3.6,2.3,1.67,2.1
Albion Rvs,Elgin,A,0,1,8.0,17.0,3.0,9.0,6.0,9.0,2,1,0,0,5.0,4.0,1.61,1.65,2.13
Annan Athletic,Queens Park,H,3,1,4.0,7.0,3.0,2.0,4.0,2.0,3,2,0,0,2.6,3.25,2.7,1.78,1.96
Cowdenbeath,Berwick,H,4,0,11.0,8.0,5.0,2.0,4.0,2.0,3,1,1,1,2.1,3.4,3.4,1.94,1.79
Edinburgh City,Stirling,H,3,1,13.0,6.0,7.0,3.0,9.0,1.0,2,1,0,0,2.14,3.5,3.2,1.72,2.01
Peterhead,Clyde,H,1,0,15.0,5.0,5.0,1.0,4.0,3.0,2,1,0,0,2.1,3.5,3.3,1.65,2.12
Berwick,Annan Athletic,A,0,3,6.0,9.0,3.0,5.0,7.0,3.0,2,0,0,0,3.25,3.6,2.1,1.86,1.86
Clyde,Edinburgh City,A,0,2,8.0,14.0,1.0,7.0,7.0,6.0,2,1,0,0,1.7,3.75,4.75,1.88,1.84
Queens Park,Albion Rvs,H,2,0,15.0,3.0,5.0,0.0,10.0,1.0,1,2,0,1,1.36,5.0,7.5,1.65,2.12
Stirling,Peterhead,A,0,2,10.0,18.0,3.0,9.0,11.0,13.0,2,2,0,0,3.8,3.8,1.85,1.7,2.06
Albion Rvs,Berwick,A,3,5,12.0,12.0,6.0,7.0,7.0,3.0,1,1,0,0,2.7,3.4,2.5,1.77,1.97
Annan Athletic,Clyde,A,1,2,10.0,22.0,5.0,6.0,3.0,3.0,2,2,0,0,2.75,3.5,2.4,1.67,2.08
Elgin,Stirling,A,0,3,5.0,13.0,1.0,10.0,10.0,6.0,1,0,0,0,1.95,3.75,3.5,1.6,2.21
Peterhead,Edinburgh City,A,0,1,8.0,7.0,4.0,2.0,5.0,9.0,5,3,0,0,1.66,4.0,4.75,1.62,2.18
Queens Park,Cowdenbeath,D,0,0,13.0,4.0,7.0,2.0,10.0,1.0,1,1,0,0,1.75,3.8,4.33,1.74,1.98
Berwick,Elgin,A,0,3,6.0,4.0,1.0,3.0,1.0,5.0,2,2,0,0,3.25,3.6,2.1,1.93,1.79
Clyde,Albion Rvs,H,1,0,21.0,2.0,8.0,0.0,7.0,0.0,0,4,0,0,1.25,5.75,12.0,1.55,2.3
Cowdenbeath,Peterhead,A,2,4,3.0,9.0,2.0,7.0,2.0,5.0,4,2,0,0,7.0,4.0,1.5,1.66,2.11
Edinburgh City,Annan Athletic,H,2,1,10.0,2.0,6.0,1.0,9.0,2.0,4,1,0,0,2.14,3.5,3.25,1.75,1.98
Stirling,Queens Park,H,1,0,10.0,6.0,2.0,1.0,9.0,2.0,2,2,0,0,2.8,3.4,2.4,1.7,2.06
Clyde,Elgin,H,4,1,25.0,13.0,9.0,5.0,11.0,6.0,1,0,0,1,1.72,3.8,4.5,1.73,2.0
Cowdenbeath,Albion Rvs,D,1,1,10.0,10.0,4.0,4.0,8.0,7.0,1,2,0,0,1.61,3.75,5.5,1.75,1.98
Peterhead,Berwick,H,1,0,16.0,4.0,3.0,2.0,6.0,1.0,2,0,0,0,1.22,5.5,13.0,1.48,2.51
Queens Park,Edinburgh City,A,0,2,7.0,10.0,0.0,5.0,4.0,4.0,5,1,0,0,2.45,3.3,2.87,2.01,1.73
Stirling,Annan Athletic,A,1,2,10.0,14.0,4.0,7.0,10.0,5.0,0,2,0,0,2.04,3.5,3.4,1.7,2.04
Albion Rvs,Stirling,H,3,0,3.0,8.0,3.0,3.0,7.0,10.0,2,1,0,0,4.33,3.75,1.8,1.57,2.28
Annan Athletic,Peterhead,A,1,3,8.0,15.0,1.0,8.0,6.0,3.0,1,1,0,0,4.0,3.8,1.8,1.66,2.12
Berwick,Clyde,A,2,3,5.0,15.0,2.0,8.0,2.0,6.0,0,1,0,0,4.33,4.2,1.66,1.61,2.21
Edinburgh City,Cowdenbeath,H,1,0,19.0,4.0,10.0,1.0,8.0,3.0,1,4,0,0,1.5,4.0,7.0,1.78,1.95
Elgin,Queens Park,H,2,1,12.0,12.0,4.0,4.0,5.0,2.0,1,1,0,0,2.25,3.5,3.0,1.81,1.92
Annan Athletic,Albion Rvs,H,3,1,19.0,11.0,5.0,5.0,7.0,8.0,1,1,0,0,1.44,4.33,7.0,1.56,2.29
Cowdenbeath,Stirling,H,1,0,4.0,14.0,1.0,3.0,2.0,10.0,0,1,1,0,2.62,3.3,2.6,1.94,1.79
Edinburgh City,Berwick,H,3,0,11.0,2.0,6.0,0.0,1.0,1.0,0,2,0,0,1.3,5.0,10.0,1.7,2.05
Peterhead,Elgin,H,3,0,19.0,2.0,12.0,0.0,2.0,1.0,2,1,0,0,1.5,4.33,6.0,1.56,2.3
Queens Park,Clyde,H,1,0,11.0,8.0,1.0,3.0,2.0,3.0,0,3,0,0,3.5,3.4,2.04,1.85,1.86
Elgin,Cowdenbeath,H,3,1,12.0,6.0,8.0,2.0,4.0,4.0,0,1,0,1,1.95,3.5,3.8,1.9,1.82
Albion Rvs,Queens Park,A,0,3,8.0,7.0,3.0,4.0,11.0,1.0,1,1,1,0,4.75,4.0,1.66,1.7,2.06
Berwick,Cowdenbeath,A,0,3,2.0,9.0,1.0,3.0,4.0,2.0,0,5,3,0,2.3,3.5,2.87,1.9,1.83
Clyde,Peterhead,A,1,3,10.0,6.0,4.0,3.0,7.0,0.0,2,1,1,1,2.7,3.4,2.5,1.74,2.0
Elgin,Annan Athletic,A,0,1,14.0,11.0,4.0,3.0,6.0,2.0,1,1,0,0,2.37,3.6,2.75,1.66,2.11
Stirling,Edinburgh City,A,0,1,8.0,12.0,2.0,6.0,4.0,6.0,3,1,0,0,4.0,3.5,1.9,1.9,1.83
Cowdenbeath,Elgin,A,1,2,9.0,14.0,5.0,7.0,3.0,7.0,3,2,0,0,2.8,3.6,2.3,1.83,1.89
Edinburgh City,Clyde,A,0,1,8.0,8.0,2.0,2.0,9.0,3.0,3,1,0,0,2.37,3.5,2.8,1.84,1.88
Peterhead,Albion Rvs,H,2,1,16.0,12.0,9.0,8.0,6.0,5.0,1,0,0,0,1.14,8.5,13.0,1.45,2.56
Queens Park,Annan Athletic,D,0,0,10.0,8.0,3.0,2.0,4.0,1.0,0,3,0,0,2.4,3.4,2.8,1.84,1.89
Stirling,Berwick,H,3,0,17.0,7.0,12.0,3.0,8.0,1.0,1,0,0,0,1.66,4.0,4.75,1.72,2.03
Albion Rvs,Edinburgh City,A,1,2,5.0,10.0,3.0,7.0,4.0,2.0,2,2,0,0,9.0,5.5,1.3,1.64,2.13
Annan Athletic,Cowdenbeath,A,0,2,9.0,7.0,4.0,4.0,7.0,2.0,2,4,0,0,1.72,3.75,4.5,1.73,2.0
Clyde,Stirling,D,1,1,15.0,12.0,7.0,5.0,7.0,2.0,1,3,0,0,1.66,3.75,5.0,1.82,1.91
Elgin,Berwick,A,2,4,19.0,6.0,6.0,4.0,9.0,3.0,1,1,0,0,1.4,4.75,7.0,1.67,2.09
Queens Park,Peterhead,H,2,0,5.0,10.0,4.0,5.0,6.0,7.0,2,2,1,0,4.33,3.6,1.8,1.8,1.93
Annan Athletic,Stirling,D,2,2,12.0,8.0,5.0,3.0,4.0,2.0,2,4,0,0,2.2,3.4,3.2,1.67,2.1
Berwick,Albion Rvs,H,2,0,10.0,9.0,6.0,5.0,5.0,9.0,0,1,0,0,2.2,3.5,3.1,1.74,1.99
Elgin,Clyde,A,1,3,7.0,15.0,2.0,8.0,2.0,3.0,3,2,1,0,3.2,3.4,2.2,1.77,1.96
Cowdenbeath,Queens Park,H,2,0,10.0,14.0,4.0,1.0,4.0,2.0,1,2,0,0,3.4,3.25,2.14,2.2,1.62
Albion Rvs,Cowdenbeath,D,1,1,5.0,10.0,1.0,4.0,4.0,10.0,2,1,0,1,4.0,3.3,1.95,1.82,1.92
Clyde,Berwick,D,3,3,29.0,12.0,10.0,6.0,9.0,3.0,1,2,0,0,1.33,5.0,9.0,1.62,2.19
Edinburgh City,Queens Park,H,2,0,10.0,6.0,4.0,4.0,5.0,7.0,1,2,0,1,1.72,3.6,4.75,2.2,1.62
Peterhead,Annan Athletic,H,2,1,13.0,15.0,7.0,7.0,0.0,6.0,3,2,0,0,1.5,4.0,7.0,1.65,2.14
Stirling,Elgin,H,5,2,12.0,12.0,6.0,4.0,5.0,9.0,2,0,0,1,2.25,3.5,3.0,1.73,2.02
Annan Athletic,Edinburgh City,A,1,2,16.0,9.0,8.0,4.0,8.0,5.0,1,3,0,0,3.2,3.6,2.1,1.88,1.85
Berwick,Peterhead,A,0,5,5.0,19.0,1.0,11.0,5.0,2.0,1,0,0,0,8.0,4.75,1.36,1.57,2.29
Cowdenbeath,Clyde,D,1,1,5.0,10.0,2.0,7.0,2.0,5.0,2,1,0,0,4.0,4.2,1.72,1.79,1.94
Elgin,Albion Rvs,H,4,2,19.0,9.0,10.0,5.0,5.0,8.0,2,1,0,0,1.5,4.5,5.75,1.58,2.26
Queens Park,Stirling,D,1,1,12.0,4.0,4.0,1.0,5.0,1.0,2,0,1,0,2.4,3.4,2.8,1.79,1.94
Edinburgh City,Peterhead,D,1,1,6.0,9.0,1.0,4.0,4.0,5.0,2,2,1,0,2.9,3.4,2.35,1.76,1.99
Clyde,Annan Athletic,H,1,0,14.0,8.0,6.0,4.0,6.0,5.0,1,2,0,0,1.61,4.0,5.0,1.64,2.16
Edinburgh City,Elgin,H,4,1,17.0,8.0,8.0,3.0,5.0,2.0,1,2,0,0,1.7,4.0,4.5,1.91,1.83
Albion Rvs,Clyde,A,0,3,4.0,14.0,2.0,7.0,2.0,3.0,1,0,0,0,7.5,4.5,1.4,1.54,2.35
Annan Athletic,Berwick,H,4,0,19.0,7.0,7.0,2.0,5.0,4.0,2,3,0,0,1.44,4.5,6.5,1.48,2.5
Cowdenbeath,Edinburgh City,A,0,2,6.0,10.0,0.0,4.0,3.0,2.0,1,2,1,0,5.0,3.6,1.7,2.05,1.71
Peterhead,Stirling,H,4,1,18.0,13.0,13.0,4.0,8.0,3.0,3,1,0,0,1.44,4.5,6.5,1.54,2.33
Queens Park,Elgin,A,0,4,10.0,8.0,0.0,5.0,5.0,0.0,2,4,0,0,2.35,3.25,3.0,1.78,1.97
Albion Rvs,Annan Athletic,D,1,1,5.0,10.0,3.0,4.0,4.0,11.0,3,1,0,0,4.33,4.2,1.66,1.57,2.28
Berwick,Edinburgh City,D,2,2,7.0,21.0,5.0,9.0,0.0,11.0,1,3,0,0,7.0,4.75,1.4,1.66,2.11
Clyde,Queens Park,H,2,0,13.0,9.0,4.0,3.0,4.0,8.0,2,2,0,0,1.6,4.2,5.25,1.82,1.91
Elgin,Peterhead,A,0,3,9.0,15.0,2.0,4.0,3.0,6.0,1,1,1,0,4.33,3.75,1.75,1.52,2.39
Stirling,Cowdenbeath,H,2,1,8.0,7.0,4.0,4.0,6.0,5.0,0,3,0,1,1.95,3.8,3.5,1.79,1.94
Annan Athletic,Elgin,H,2,0,12.0,6.0,5.0,5.0,9.0,2.0,1,2,0,1,2.0,3.6,3.5,1.58,2.27
Cowdenbeath,Berwick,H,2,0,15.0,5.0,4.0,3.0,1.0,3.0,2,1,0,1,1.65,4.0,4.75,1.71,2.05
Edinburgh City,Stirling,A,0,1,3.0,3.0,3.0,1.0,4.0,2.0,3,2,0,0,1.5,4.33,6.0,1.67,2.1
Peterhead,Clyde,A,1,2,8.0,14.0,3.0,6.0,3.0,4.0,1,1,0,0,1.61,4.2,4.75,1.68,2.09
Queens Park,Albion Rvs,D,2,2,14.0,9.0,4.0,4.0,11.0,6.0,0,1,0,0,1.53,4.33,5.75,1.78,1.95
Albion Rvs,Peterhead,A,0,2,4.0,8.0,1.0,5.0,5.0,5.0,1,0,0,0,8.5,5.5,1.3,1.43,2.63
Berwick,Clyde,A,0,3,4.0,26.0,0.0,10.0,4.0,4.0,3,2,0,0,8.0,4.75,1.36,1.55,2.32
Elgin,Cowdenbeath,A,1,4,21.0,11.0,4.0,6.0,8.0,4.0,0,3,0,0,2.3,3.5,2.87,1.68,2.08
Queens Park,Edinburgh City,A,0,4,4.0,4.0,3.0,4.0,3.0,5.0,5,2,0,0,3.5,3.4,2.05,2.02,1.72
Stirling,Annan Athletic,H,2,1,6.0,11.0,2.0,4.0,3.0,4.0,1,1,1,0,2.15,3.3,3.4,1.72,2.03
Edinburgh City,Annan Athletic,A,1,2,11.0,15.0,4.0,6.0,5.0,9.0,2,1,0,0,1.66,3.6,5.25,1.8,1.93
Peterhead,Berwick,H,2,0,23.0,5.0,8.0,3.0,8.0,1.0,2,3,0,0,1.14,8.0,15.0,1.37,2.87
Stirling,Queens Park,D,1,1,10.0,20.0,3.0,10.0,4.0,12.0,1,1,0,0,1.9,3.4,4.0,1.89,1.85
Albion Rvs,Stirling,A,0,5,3.0,14.0,1.0,9.0,1.0,7.0,1,1,1,0,5.5,3.8,1.61,1.66,2.11
Annan Athletic,Peterhead,H,3,0,12.0,6.0,8.0,3.0,5.0,6.0,2,3,0,0,4.0,3.6,1.85,1.67,2.09
Clyde,Cowdenbeath,H,1,0,16.0,5.0,5.0,1.0,5.0,4.0,0,4,0,0,1.45,4.33,7.0,1.66,2.12
Elgin,Edinburgh City,D,3,3,15.0,12.0,5.0,8.0,4.0,6.0,0,1,0,0,4.5,3.75,1.75,1.62,2.17
Queens Park,Berwick,H,7,1,21.0,3.0,13.0,3.0,9.0,1.0,0,2,0,1,1.57,4.0,5.5,1.68,2.08
Edinburgh City,Albion Rvs,H,3,1,9.0,7.0,3.0,2.0,4.0,4.0,0,1,0,0,1.18,7.0,13.0,1.5,2.42
Albion Rvs,Elgin,A,0,3,8.0,12.0,5.0,7.0,4.0,3.0,0,2,0,0,6.0,4.33,1.5,1.48,2.49
Annan Athletic,Clyde,D,1,1,13.0,6.0,9.0,2.0,1.0,4.0,2,1,0,0,3.0,3.75,2.15,1.8,1.93
Berwick,Stirling,A,1,2,5.0,16.0,2.0,7.0,0.0,8.0,3,2,0,0,7.0,4.33,1.45,1.51,2.4
Peterhead,Edinburgh City,D,0,0,9.0,3.0,0.0,1.0,2.0,5.0,2,1,0,0,1.85,3.8,3.75,1.88,1.86
Queens Park,Cowdenbeath,D,1,1,10.0,3.0,7.0,2.0,3.0,0.0,0,3,0,0,2.05,3.6,3.3,2.02,1.73
Stirling,Albion Rvs,H,1,0,9.0,6.0,4.0,3.0,9.0,2.0,2,1,0,0,1.33,5.0,8.5,1.51,2.42
Clyde,Albion Rvs,H,1,0,18.0,11.0,7.0,5.0,6.0,7.0,2,0,0,0,1.25,6.0,10.0,1.43,2.63
Cowdenbeath,Annan Athletic,A,2,4,7.0,19.0,3.0,9.0,0.0,11.0,1,4,1,0,3.3,3.4,2.15,1.92,1.81
Elgin,Stirling,H,3,2,11.0,6.0,6.0,4.0,6.0,6.0,2,1,0,0,2.37,3.5,2.8,1.58,2.25
Peterhead,Queens Park,H,2,1,11.0,9.0,5.0,4.0,6.0,8.0,2,2,0,0,1.5,4.33,6.0,1.8,1.92
Cowdenbeath,Albion Rvs,H,1,0,9.0,4.0,1.0,0.0,5.0,4.0,2,1,0,0,1.61,4.0,5.0,1.75,1.98
Annan Athletic,Albion Rvs,H,4,0,14.0,9.0,9.0,2.0,7.0,3.0,2,1,0,0,1.33,5.0,9.0,1.48,2.48
Berwick,Elgin,A,0,3,12.0,19.0,4.0,10.0,5.0,6.0,2,0,0,0,5.75,4.2,1.53,1.46,2.56
Edinburgh City,Cowdenbeath,H,2,0,7.0,8.0,5.0,3.0,7.0,3.0,2,3,0,1,1.5,4.0,7.0,1.83,1.9
Queens Park,Clyde,D,1,1,10.0,15.0,5.0,7.0,3.0,6.0,0,0,0,0,3.75,3.6,1.9,1.8,1.93
Stirling,Peterhead,A,0,1,5.0,9.0,3.0,6.0,6.0,7.0,0,4,0,0,3.6,3.8,1.9,1.63,2.17
Berwick,Annan Athletic,A,1,2,4.0,12.0,3.0,4.0,4.0,10.0,3,3,0,0,12.0,6.0,1.22,1.53,2.37
Elgin,Queens Park,D,2,2,9.0,19.0,6.0,8.0,4.0,4.0,3,2,0,0,2.37,3.6,2.7,1.66,2.12
Peterhead,Cowdenbeath,H,1,0,26.0,6.0,8.0,1.0,11.0,2.0,1,2,0,0,1.33,5.0,8.5,1.66,2.12
Stirling,Clyde,A,0,1,11.0,14.0,5.0,6.0,3.0,3.0,2,3,0,0,3.6,3.6,1.95,1.67,2.11
Albion Rvs,Berwick,D,1,1,12.0,7.0,8.0,3.0,6.0,11.0,3,1,0,0,2.45,3.5,2.7,1.76,1.98
Annan Athletic,Queens Park,H,2,1,2.0,5.0,2.0,3.0,7.0,5.0,1,2,0,0,1.75,3.75,4.33,1.76,1.99
Clyde,Edinburgh City,H,1,0,10.0,11.0,3.0,4.0,1.0,5.0,0,2,1,0,2.6,3.3,2.62,1.98,1.76
Cowdenbeath,Stirling,A,1,2,8.0,4.0,4.0,3.0,5.0,2.0,0,1,0,1,3.25,3.4,2.15,1.9,1.84
Peterhead,Elgin,H,1,0,12.0,7.0,8.0,2.0,9.0,5.0,2,2,0,0,1.44,4.33,7.0,1.52,2.41
Cowdenbeath,Peterhead,A,1,3,5.0,13.0,2.0,5.0,1.0,5.0,3,0,0,0,7.0,4.75,1.4,1.75,2.0
Edinburgh City,Berwick,H,1,0,7.0,3.0,2.0,2.0,6.0,2.0,1,2,0,0,1.14,8.0,15.0,1.49,2.47
Berwick,Cowdenbeath,D,1,1,4.0,7.0,1.0,2.0,2.0,4.0,3,2,1,0,4.5,3.75,1.72,1.66,2.11
Edinburgh City,Queens Park,H,2,0,5.0,5.0,2.0,1.0,2.0,4.0,2,4,0,1,1.5,4.0,6.5,1.95,1.79
Elgin,Clyde,H,2,1,20.0,13.0,9.0,4.0,5.0,2.0,1,0,0,0,0.0,3.8,1.8,1.6,2.21
Peterhead,Annan Athletic,H,2,1,10.0,8.0,4.0,3.0,6.0,3.0,1,0,0,0,1.7,3.6,5.0,1.73,2.02
Stirling,Albion Rvs,A,0,1,13.0,12.0,3.0,4.0,9.0,4.0,1,0,0,0,1.22,6.0,12.0,1.52,2.39
Berwick,Queens Park,A,1,2,6.0,12.0,2.0,3.0,1.0,8.0,0,1,0,0,8.0,4.5,1.4,1.58,2.27
Annan Athletic,Edinburgh City,H,3,1,8.0,6.0,4.0,5.0,2.0,5.0,1,2,0,0,3.0,3.3,2.37,2.09,1.69
Clyde,Stirling,H,3,1,14.0,11.0,10.0,5.0,9.0,4.0,1,2,0,0,1.66,4.0,4.75,1.75,1.98
Queens Park,Elgin,H,4,1,19.0,7.0,7.0,2.0,6.0,3.0,0,2,0,0,2.2,3.5,3.1,1.66,2.12
Berwick,Peterhead,H,2,0,11.0,11.0,6.0,5.0,1.0,9.0,1,3,0,0,13.0,6.5,1.2,1.52,2.41
Clyde,Elgin,H,2,0,17.0,8.0,8.0,4.0,10.0,2.0,1,1,0,0,1.5,4.33,6.0,1.57,2.3
Clyde,Annan Athletic,H,2,1,14.0,10.0,7.0,3.0,2.0,4.0,0,3,1,0,2.0,4.0,3.2,1.87,1.88
