HomeTeam,AwayTeam,FTR,FTHG,FTAG,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25
Cowdenbeath,Queens Park,D,0,0,7.0,14.0,4.0,5.0,0.0,7.0,1,1,0,0,2.7,3.8,2.3,2.12,1.67
Edinburgh City,Peterhead,D,0,0,11.0,16.0,3.0,6.0,2.0,6.0,0,5,0,0,2.62,3.8,2.37,2.06,1.71
Elgin,Albion Rvs,A,0,2,14.0,11.0,4.0,4.0,8.0,4.0,1,1,0,0,1.5,4.8,5.25,1.52,2.41
Stirling,Berwick,H,1,0,15.0,4.0,4.0,1.0,8.0,4.0,2,2,0,0,1.5,4.33,6.0,1.67,2.11
Albion Rvs,Cowdenbeath,H,1,0,8.0,5.0,4.0,3.0,7.0,5.0,1,1,0,0,2.9,3.75,2.2,1.77,1.99
Albion Rvs,Clyde,A,0,1,4.0,6.0,0.0,4.0,2.0,6.0,3,3,0,0,8.5,5.5,1.3,1.6,2.24
Berwick,Edinburgh City,A,0,2,4.0,16.0,0.0,8.0,2.0,6.0,3,1,0,0,10.0,6.0,1.25,1.63,2.18
Elgin,Annan Athletic,A,0,1,9.0,10.0,1.0,4.0,6.0,7.0,1,1,0,0,3.5,3.8,1.95,1.53,2.39
Peterhead,Cowdenbeath,H,2,1,15.0,10.0,5.0,5.0,4.0,5.0,0,2,0,0,1.33,5.0,9.0,1.76,1.99
Queens Park,Stirling,D,0,0,8.0,8.0,3.0,2.0,9.0,4.0,1,1,0,0,2.25,3.6,2.9,1.88,1.87
Albion Rvs,Queens Park,A,0,4,1.0,10.0,0.0,6.0,3.0,5.0,1,2,0,0,4.33,3.5,1.83,1.82,1.93
Annan Athletic,Berwick,H,6,0,18.0,7.0,11.0,2.0,9.0,1.0,4,4,0,0,1.22,6.0,12.0,1.49,2.47
Clyde,Peterhead,D,3,3,10.0,9.0,5.0,5.0,8.0,1.0,2,1,0,0,2.7,3.4,2.5,2.08,1.7
Cowdenbeath,Edinburgh City,H,4,1,7.0,8.0,4.0,1.0,0.0,4.0,1,0,0,0,6.0,3.8,1.57,2.17,1.64
Stirling,Elgin,H,2,1,10.0,16.0,5.0,5.0,5.0,1.0,1,1,0,0,2.2,3.3,3.25,1.7,2.07
Annan Athletic,Stirling,D,2,2,17.0,6.0,9.0,4.0,8.0,5.0,5,3,0,0,1.72,3.6,4.75,1.67,2.11
Berwick,Queens Park,A,0,3,5.0,12.0,4.0,8.0,2.0,5.0,0,1,0,0,5.25,4.33,1.55,1.61,2.21
Cowdenbeath,Elgin,H,2,1,9.0,11.0,3.0,5.0,3.0,3.0,1,2,0,0,2.62,3.6,2.45,1.73,2.04
Edinburgh City,Clyde,A,1,2,7.0,15.0,3.0,7.0,7.0,3.0,4,1,0,0,2.25,3.4,3.1,2.09,1.69
Peterhead,Albion Rvs,D,1,1,10.0,5.0,4.0,3.0,6.0,1.0,2,1,0,0,1.22,6.0,12.0,1.52,2.39
Albion Rvs,Edinburgh City,H,3,2,4.0,11.0,4.0,2.0,2.0,4.0,4,1,0,0,6.0,4.0,1.55,1.76,1.98
Clyde,Berwick,H,5,0,20.0,4.0,9.0,1.0,5.0,2.0,1,1,0,0,1.14,8.0,15.0,1.42,2.71
Elgin,Peterhead,A,1,2,11.0,14.0,5.0,6.0,0.0,11.0,2,2,0,1,6.5,4.5,1.44,1.54,2.36
Queens Park,Annan Athletic,A,0,3,6.0,6.0,2.0,5.0,4.0,6.0,4,2,0,0,2.9,3.4,2.37,1.87,1.88
Stirling,Cowdenbeath,A,0,1,7.0,7.0,2.0,3.0,12.0,3.0,2,1,1,0,2.0,3.6,3.5,1.95,1.8
Annan Athletic,Cowdenbeath,H,3,2,17.0,14.0,8.0,4.0,7.0,7.0,0,1,0,0,1.72,3.5,4.33,1.65,2.15
Berwick,Albion Rvs,A,0,3,8.0,15.0,6.0,7.0,5.0,5.0,3,2,0,0,2.8,3.5,2.2,1.62,2.19
Clyde,Queens Park,H,3,0,12.0,8.0,4.0,4.0,4.0,5.0,0,3,0,0,1.44,4.0,6.5,1.62,2.18
Edinburgh City,Elgin,D,1,1,14.0,12.0,4.0,6.0,5.0,4.0,0,1,0,0,2.0,3.5,3.25,1.63,2.19
Peterhead,Stirling,D,1,1,19.0,2.0,7.0,2.0,5.0,6.0,1,4,0,0,1.33,4.5,8.0,1.66,2.13
Albion Rvs,Annan Athletic,A,0,2,12.0,12.0,3.0,8.0,7.0,3.0,0,1,0,0,3.6,3.5,1.9,1.62,2.19
Cowdenbeath,Clyde,H,2,1,4.0,9.0,2.0,2.0,4.0,6.0,4,1,0,0,6.5,4.5,1.4,1.63,2.17
Elgin,Berwick,H,2,0,13.0,5.0,8.0,1.0,14.0,3.0,2,2,0,0,1.36,4.75,6.75,1.53,2.38
Queens Park,Peterhead,A,0,2,4.0,8.0,1.0,5.0,3.0,10.0,2,1,0,0,6.5,4.5,1.4,1.66,2.12
Stirling,Edinburgh City,D,0,0,10.0,8.0,3.0,2.0,6.0,5.0,1,3,0,0,3.0,3.5,2.15,1.77,1.96
Brechin,Annan Athletic,A,0,1,7.0,10.0,3.0,4.0,5.0,5.0,4,1,0,0,2.4,3.5,2.75,1.72,2.07
Cove Rangers,Edinburgh City,H,5,0,24.0,3.0,11.0,1.0,11.0,2.0,1,3,0,2,2.15,3.5,3.2,1.85,1.95
Elgin,Cowdenbeath,H,3,0,10.0,5.0,5.0,0.0,7.0,5.0,2,3,0,1,2.0,3.6,3.5,1.7,2.1
Stenhousemuir,Albion Rvs,A,2,3,15.0,10.0,6.0,5.0,4.0,1.0,2,4,0,0,1.7,3.6,5.0,1.7,2.1
Stirling,Queens Park,A,0,1,3.0,10.0,1.0,3.0,3.0,4.0,3,2,1,0,2.15,3.5,3.2,2.0,1.8
Albion Rvs,Cove Rangers,D,4,4,9.0,10.0,5.0,6.0,1.0,5.0,1,1,0,0,4.75,3.6,1.65,1.6,2.3
Annan Athletic,Elgin,D,1,1,13.0,6.0,6.0,3.0,5.0,0.0,2,2,0,0,1.7,3.75,4.2,1.61,2.25
Cowdenbeath,Stirling,H,1,0,6.0,2.0,2.0,1.0,5.0,8.0,3,0,0,1,2.6,3.5,2.5,1.9,1.9
Edinburgh City,Brechin,H,2,1,17.0,12.0,8.0,5.0,8.0,2.0,2,2,0,0,1.85,3.6,3.6,1.75,2.05
Queens Park,Stenhousemuir,D,1,1,17.0,6.0,4.0,1.0,7.0,4.0,3,4,0,0,2.2,3.5,2.87,1.8,2.0
Annan Athletic,Albion Rvs,H,3,2,6.0,4.0,4.0,2.0,2.0,2.0,2,1,0,0,1.65,3.75,4.5,1.7,2.1
Brechin,Queens Park,A,0,3,7.0,15.0,2.0,8.0,3.0,10.0,2,1,0,0,2.8,3.4,2.3,1.85,1.95
Cove Rangers,Cowdenbeath,H,3,2,16.0,9.0,7.0,4.0,4.0,3.0,3,2,0,0,1.5,4.5,5.5,1.6,2.3
Edinburgh City,Stirling,H,1,0,11.0,9.0,4.0,3.0,7.0,6.0,2,2,0,0,1.6,3.6,5.5,1.6,2.3
Elgin,Stenhousemuir,A,0,1,6.0,13.0,0.0,4.0,2.0,7.0,2,3,0,0,2.2,3.4,2.8,1.6,2.3
Albion Rvs,Brechin,A,0,1,21.0,7.0,5.0,2.0,6.0,4.0,0,1,0,0,2.15,3.8,2.7,1.57,2.35
Cowdenbeath,Annan Athletic,H,3,1,9.0,9.0,7.0,4.0,3.0,9.0,1,2,0,0,2.6,3.75,2.2,1.65,2.2
Queens Park,Elgin,D,0,0,11.0,6.0,2.0,3.0,8.0,3.0,1,1,0,0,2.0,3.75,2.8,1.61,2.25
Stenhousemuir,Edinburgh City,A,1,3,4.0,14.0,1.0,10.0,2.0,7.0,1,1,0,0,2.7,3.6,2.25,1.65,2.2
Stirling,Cove Rangers,A,1,2,8.0,12.0,3.0,4.0,4.0,4.0,1,0,0,0,4.75,4.0,1.57,1.72,2.07
Albion Rvs,Stirling,H,2,1,14.0,8.0,5.0,2.0,7.0,4.0,2,2,1,2,2.5,3.5,2.62,1.8,2.0
Annan Athletic,Stenhousemuir,D,1,1,9.0,12.0,4.0,4.0,9.0,5.0,2,2,0,0,2.1,3.6,3.2,1.65,2.2
Cove Rangers,Queens Park,H,3,0,11.0,9.0,5.0,3.0,8.0,5.0,2,1,0,0,1.65,3.8,5.0,1.7,2.1
Cowdenbeath,Brechin,H,2,1,9.0,7.0,4.0,4.0,4.0,5.0,3,2,0,0,2.2,3.5,3.1,1.72,2.07
Elgin,Edinburgh City,D,3,3,18.0,5.0,9.0,4.0,9.0,2.0,3,3,0,0,2.6,3.3,2.62,1.75,2.05
Brechin,Cove Rangers,A,2,4,5.0,23.0,4.0,10.0,1.0,9.0,1,0,0,0,7.0,4.33,1.44,1.65,2.2
Edinburgh City,Annan Athletic,H,4,0,10.0,5.0,5.0,2.0,4.0,3.0,0,0,0,0,1.72,4.2,4.0,1.75,2.05
Queens Park,Albion Rvs,D,1,1,11.0,9.0,3.0,4.0,10.0,2.0,1,4,0,0,1.85,3.9,3.75,1.8,2.0
Stenhousemuir,Cowdenbeath,A,0,3,11.0,13.0,2.0,8.0,3.0,4.0,3,3,0,0,2.2,3.6,3.0,1.8,2.0
Stirling,Elgin,H,1,0,11.0,12.0,6.0,1.0,2.0,3.0,3,1,0,1,2.75,3.6,2.37,1.85,1.95
Albion Rvs,Edinburgh City,A,1,3,3.0,15.0,1.0,7.0,3.0,5.0,2,1,0,0,3.6,3.5,2.0,1.57,2.35
Annan Athletic,Stirling,D,0,0,6.0,9.0,1.0,2.0,4.0,4.0,2,3,0,0,1.75,3.75,4.33,1.75,2.05
Elgin,Cove Rangers,A,0,2,9.0,16.0,1.0,6.0,1.0,4.0,1,2,0,0,5.0,4.0,1.61,1.44,2.7
Queens Park,Cowdenbeath,A,0,3,11.0,5.0,4.0,4.0,7.0,3.0,1,5,0,0,1.85,3.5,4.0,1.85,1.95
Stenhousemuir,Brechin,H,1,0,11.0,7.0,5.0,2.0,5.0,5.0,1,5,0,1,1.9,3.4,4.0,1.85,1.95
Brechin,Elgin,H,2,1,16.0,20.0,6.0,6.0,4.0,6.0,4,1,0,0,3.2,3.6,2.1,1.75,2.05
Cove Rangers,Annan Athletic,H,3,0,25.0,4.0,8.0,0.0,5.0,3.0,0,2,0,0,1.36,5.0,7.5,1.57,2.35
Cowdenbeath,Albion Rvs,H,1,0,6.0,4.0,3.0,3.0,7.0,8.0,2,2,0,0,2.1,3.5,3.3,1.7,2.1
Edinburgh City,Queens Park,H,2,1,10.0,4.0,4.0,2.0,3.0,3.0,4,2,0,0,1.8,3.75,4.2,1.72,2.07
Stirling,Stenhousemuir,D,1,1,12.0,11.0,8.0,4.0,3.0,7.0,1,1,0,0,2.3,3.4,3.0,1.95,1.85
Albion Rvs,Elgin,A,1,3,10.0,16.0,1.0,7.0,10.0,9.0,1,2,0,0,2.62,3.6,2.45,1.61,2.25
Brechin,Stirling,D,1,1,6.0,15.0,2.0,4.0,0.0,7.0,1,0,0,0,2.8,3.6,2.3,1.95,1.85
Cowdenbeath,Edinburgh City,H,1,0,8.0,10.0,3.0,3.0,3.0,5.0,2,1,0,1,3.1,3.5,2.2,1.8,2.0
Queens Park,Annan Athletic,A,1,2,16.0,5.0,5.0,4.0,9.0,7.0,1,2,0,0,2.3,3.5,2.87,1.85,1.95
Stenhousemuir,Cove Rangers,H,3,2,8.0,18.0,5.0,5.0,1.0,8.0,2,2,0,0,7.5,5.0,1.36,1.44,2.7
Elgin,Queens Park,H,3,1,15.0,7.0,10.0,5.0,4.0,4.0,2,3,0,0,2.3,3.6,2.8,1.85,1.95
Cove Rangers,Albion Rvs,H,3,0,26.0,8.0,13.0,1.0,14.0,2.0,1,0,0,0,1.14,7.0,15.0,1.33,3.4
Edinburgh City,Stenhousemuir,H,4,0,14.0,5.0,7.0,2.0,7.0,5.0,2,1,0,1,1.8,3.5,4.0,1.72,2.07
Stirling,Cowdenbeath,D,0,0,10.0,9.0,5.0,2.0,13.0,2.0,0,0,0,0,2.5,3.4,2.7,2.05,1.75
Brechin,Edinburgh City,A,2,3,5.0,18.0,3.0,7.0,2.0,2.0,2,0,0,0,4.0,3.8,1.8,1.7,2.1
Cowdenbeath,Cove Rangers,A,1,3,3.0,12.0,2.0,6.0,2.0,9.0,2,2,0,0,5.25,4.33,1.55,1.7,2.1
Elgin,Annan Athletic,H,4,0,23.0,8.0,10.0,3.0,12.0,5.0,0,4,0,1,2.1,3.5,3.3,1.85,1.95
Stenhousemuir,Queens Park,A,0,3,3.0,9.0,0.0,5.0,3.0,8.0,2,1,0,0,2.0,3.5,3.6,1.85,1.95
Stirling,Albion Rvs,H,3,0,11.0,9.0,3.0,2.0,6.0,6.0,1,2,0,0,1.85,3.8,3.75,2.0,1.8
Albion Rvs,Stenhousemuir,H,2,1,13.0,6.0,6.0,3.0,4.0,5.0,2,0,0,0,2.45,3.6,2.6,1.65,2.2
Annan Athletic,Cowdenbeath,H,1,0,13.0,9.0,6.0,3.0,6.0,5.0,3,2,0,0,2.45,3.6,2.62,1.85,1.95
Cove Rangers,Stirling,H,1,0,16.0,7.0,8.0,3.0,15.0,2.0,0,2,0,0,1.2,7.0,12.0,1.36,3.1
Edinburgh City,Elgin,D,1,1,5.0,11.0,3.0,5.0,4.0,5.0,3,1,0,0,1.95,3.75,3.5,1.57,2.35
Queens Park,Brechin,H,5,2,17.0,8.0,10.0,5.0,7.0,4.0,2,0,0,0,1.66,3.75,5.0,1.75,2.05
Annan Athletic,Brechin,H,5,2,13.0,10.0,11.0,5.0,4.0,4.0,1,2,1,1,1.57,3.8,6.0,1.57,2.35
Cove Rangers,Brechin,H,3,0,33.0,5.0,16.0,2.0,13.0,1.0,1,4,0,0,1.16,8.0,13.0,1.3,3.5
Cowdenbeath,Queens Park,H,1,0,2.0,4.0,2.0,1.0,3.0,3.0,5,5,1,1,2.45,3.5,2.7,1.85,1.95
Edinburgh City,Albion Rvs,H,3,2,11.0,11.0,6.0,6.0,8.0,2.0,3,3,0,0,1.44,4.33,7.0,1.5,2.5
Stirling,Annan Athletic,H,2,0,8.0,8.0,3.0,6.0,3.0,4.0,0,2,1,0,2.2,3.3,3.3,2.05,1.75
Annan Athletic,Cove Rangers,H,6,1,13.0,7.0,7.0,3.0,2.0,3.0,2,5,0,1,8.5,5.75,1.28,1.44,2.7
Brechin,Stenhousemuir,A,1,2,10.0,18.0,3.0,5.0,8.0,6.0,3,3,0,0,3.3,3.8,2.0,1.53,2.4
Elgin,Stirling,A,1,2,9.0,13.0,3.0,5.0,5.0,3.0,2,2,0,0,1.83,3.75,4.0,1.72,2.07
Queens Park,Edinburgh City,H,2,1,8.0,9.0,3.0,3.0,1.0,7.0,2,1,0,0,2.8,3.4,2.4,1.66,2.15
Stenhousemuir,Elgin,D,2,2,17.0,11.0,5.0,4.0,7.0,7.0,2,1,0,0,3.4,4.0,1.9,1.6,2.3
Albion Rvs,Queens Park,H,2,0,10.0,15.0,6.0,8.0,4.0,8.0,2,2,0,0,3.8,3.5,1.9,1.7,2.1
Cowdenbeath,Elgin,D,0,0,7.0,5.0,1.0,1.0,3.0,2.0,3,3,0,0,2.7,3.4,2.5,1.8,2.0
Edinburgh City,Cove Rangers,H,2,1,8.0,11.0,4.0,4.0,1.0,8.0,1,2,0,0,3.3,4.2,1.9,1.47,2.6
Stenhousemuir,Annan Athletic,A,1,2,14.0,5.0,5.0,4.0,8.0,4.0,3,1,0,0,2.6,3.4,2.6,1.8,2.0
Stirling,Brechin,A,2,4,16.0,10.0,7.0,5.0,10.0,6.0,2,4,0,0,1.53,4.2,5.75,1.7,2.1
Annan Athletic,Edinburgh City,A,0,2,5.0,14.0,2.0,6.0,4.0,5.0,0,1,1,0,2.9,3.6,2.1,1.66,2.15
Brechin,Cowdenbeath,H,2,1,13.0,8.0,5.0,2.0,7.0,3.0,3,3,1,1,3.5,3.6,1.85,1.7,2.1
Cove Rangers,Stenhousemuir,H,2,1,15.0,5.0,4.0,3.0,8.0,1.0,1,2,0,1,1.25,5.25,10.0,1.36,3.1
Elgin,Albion Rvs,D,2,2,14.0,10.0,6.0,3.0,7.0,2.0,1,3,0,0,1.57,3.8,4.5,1.66,2.15
Queens Park,Stirling,D,1,1,10.0,8.0,4.0,4.0,7.0,6.0,2,3,0,1,1.95,3.75,3.2,1.95,1.85
Albion Rvs,Annan Athletic,H,4,2,15.0,17.0,10.0,12.0,5.0,13.0,3,1,0,0,3.3,3.4,2.15,1.53,2.4
Cowdenbeath,Stenhousemuir,H,3,1,15.0,10.0,7.0,5.0,6.0,5.0,2,3,0,0,2.05,3.4,3.5,2.0,1.8
Elgin,Brechin,H,3,1,20.0,9.0,11.0,5.0,3.0,5.0,3,3,0,0,1.45,4.2,6.5,1.47,2.6
Queens Park,Cove Rangers,A,1,3,8.0,12.0,3.0,7.0,3.0,8.0,1,2,0,0,5.0,4.0,1.61,1.5,2.5
Stirling,Edinburgh City,A,0,1,8.0,13.0,0.0,6.0,5.0,12.0,2,2,0,0,3.6,3.6,1.95,1.75,2.05
Annan Athletic,Queens Park,H,3,2,10.0,15.0,7.0,8.0,2.0,5.0,3,1,0,0,2.37,3.4,2.87,1.7,2.1
Brechin,Albion Rvs,D,0,0,17.0,18.0,4.0,4.0,10.0,5.0,1,2,1,0,2.8,3.9,2.2,1.53,2.4
Cove Rangers,Elgin,H,2,0,13.0,7.0,10.0,1.0,6.0,2.0,3,3,0,0,1.33,5.0,8.5,1.44,2.7
Edinburgh City,Cowdenbeath,H,2,0,8.0,3.0,4.0,0.0,6.0,2.0,1,2,0,0,1.61,4.0,5.0,1.8,2.0
Stenhousemuir,Stirling,A,0,2,11.0,9.0,6.0,6.0,11.0,1.0,0,4,0,0,2.4,3.3,2.87,1.72,2.07
Albion Rvs,Stirling,A,0,3,10.0,18.0,1.0,8.0,6.0,3.0,1,1,0,0,2.5,3.5,2.62,1.72,2.07
Brechin,Cove Rangers,A,1,5,8.0,22.0,3.0,12.0,3.0,10.0,2,2,0,0,12.0,8.0,1.16,1.33,3.4
Cowdenbeath,Annan Athletic,H,3,1,12.0,8.0,6.0,3.0,5.0,3.0,2,4,0,1,2.37,3.5,2.8,1.75,2.05
Elgin,Edinburgh City,A,0,1,13.0,8.0,6.0,3.0,3.0,3.0,1,3,0,0,2.6,3.8,2.37,1.65,2.2
Queens Park,Stenhousemuir,H,2,1,7.0,11.0,4.0,3.0,2.0,7.0,5,1,0,0,1.9,3.6,3.75,1.72,2.07
Annan Athletic,Elgin,A,0,4,8.0,12.0,1.0,9.0,2.0,7.0,3,0,0,0,2.55,3.4,2.62,1.6,2.3
Edinburgh City,Queens Park,A,1,2,4.0,5.0,1.0,4.0,4.0,5.0,2,0,0,0,1.6,4.2,5.0,1.85,1.95
Stenhousemuir,Brechin,D,2,2,22.0,8.0,8.0,4.0,13.0,4.0,0,1,0,0,1.83,3.75,4.0,1.65,2.2
Annan Athletic,Stirling,A,2,3,8.0,11.0,5.0,3.0,7.0,4.0,1,2,0,0,2.5,3.5,2.62,1.72,2.07
Cove Rangers,Cowdenbeath,H,3,1,17.0,5.0,11.0,3.0,8.0,0.0,3,6,0,1,1.28,5.25,10.0,1.6,2.3
Elgin,Stenhousemuir,A,2,3,15.0,9.0,4.0,5.0,5.0,3.0,3,2,0,0,1.66,3.8,5.0,1.65,2.2
Cove Rangers,Annan Athletic,H,2,0,14.0,8.0,9.0,4.0,2.0,3.0,2,2,0,0,1.16,7.0,10.0,1.33,3.4
Cowdenbeath,Brechin,H,3,2,8.0,9.0,6.0,3.0,1.0,6.0,0,2,0,0,1.57,4.2,4.5,1.66,2.15
Queens Park,Albion Rvs,D,2,2,14.0,9.0,7.0,5.0,6.0,4.0,1,0,0,1,1.75,3.8,3.75,1.65,2.2
Stenhousemuir,Edinburgh City,A,1,2,5.0,15.0,1.0,12.0,6.0,3.0,1,2,1,0,4.5,4.2,1.66,1.7,2.1
Stirling,Elgin,A,1,2,19.0,11.0,6.0,5.0,11.0,2.0,4,2,0,0,2.37,3.6,2.75,1.8,2.0
Albion Rvs,Cove Rangers,D,2,2,11.0,9.0,3.0,5.0,6.0,2.0,0,2,0,0,8.0,6.0,1.28,1.33,3.4
Annan Athletic,Stenhousemuir,A,0,3,13.0,11.0,2.0,5.0,2.0,7.0,2,0,0,0,2.3,3.75,2.75,1.57,2.35
Brechin,Elgin,A,1,2,4.0,13.0,2.0,4.0,6.0,8.0,2,1,0,0,4.0,3.6,1.85,1.53,2.4
Edinburgh City,Stirling,A,0,1,12.0,7.0,3.0,3.0,7.0,1.0,1,4,0,0,1.6,4.0,5.25,1.95,1.85
Queens Park,Cowdenbeath,H,1,0,7.0,10.0,4.0,3.0,7.0,1.0,2,4,0,0,2.05,3.5,3.4,2.0,1.8
Albion Rvs,Brechin,H,4,1,13.0,9.0,8.0,3.0,7.0,9.0,2,5,0,0,1.85,4.0,3.6,1.53,2.4
Edinburgh City,Annan Athletic,H,3,0,10.0,5.0,5.0,2.0,1.0,3.0,3,2,0,0,1.45,4.5,6.5,1.5,2.5
Elgin,Cove Rangers,H,3,0,10.0,15.0,7.0,8.0,4.0,7.0,1,5,0,0,5.5,4.0,1.57,1.44,2.7
Stenhousemuir,Cowdenbeath,D,2,2,3.0,9.0,2.0,5.0,0.0,6.0,5,4,0,0,2.6,3.4,2.6,1.9,1.9
Stirling,Queens Park,A,1,3,7.0,12.0,3.0,3.0,3.0,4.0,2,1,0,0,2.25,3.4,3.1,1.95,1.85
Cove Rangers,Edinburgh City,H,2,1,7.0,5.0,3.0,3.0,9.0,7.0,3,0,0,0,1.57,4.33,5.0,1.65,2.2
Cowdenbeath,Stirling,A,1,4,7.0,10.0,4.0,5.0,9.0,5.0,3,0,1,0,2.25,3.5,2.6,2.05,1.75
Queens Park,Elgin,H,2,0,7.0,6.0,2.0,2.0,1.0,3.0,1,0,0,0,2.2,3.6,2.7,1.8,2.0
Stenhousemuir,Albion Rvs,H,1,0,8.0,6.0,4.0,5.0,5.0,4.0,0,0,0,0,2.0,3.5,3.0,1.6,2.3
Annan Athletic,Albion Rvs,H,2,1,12.0,8.0,4.0,1.0,5.0,6.0,2,0,0,0,2.25,3.75,2.8,1.57,2.35
Cove Rangers,Queens Park,H,2,0,8.0,8.0,4.0,2.0,10.0,7.0,1,2,0,0,1.5,4.33,6.0,1.6,2.3
Edinburgh City,Brechin,D,0,0,10.0,1.0,2.0,1.0,2.0,3.0,0,2,0,0,1.28,5.5,10.0,1.53,2.4
Brechin,Queens Park,D,0,0,5.0,13.0,1.0,4.0,6.0,10.0,2,0,0,0,4.33,4.0,1.72,1.66,2.15
Albion Rvs,Elgin,A,1,2,13.0,6.0,6.0,4.0,9.0,5.0,3,2,0,0,3.6,3.6,1.95,1.65,2.2
Brechin,Stirling,A,0,2,3.0,9.0,1.0,3.0,3.0,5.0,2,0,0,0,4.2,3.75,1.8,1.7,2.1
Cowdenbeath,Edinburgh City,D,1,1,9.0,10.0,3.0,6.0,4.0,7.0,4,1,0,0,3.3,3.6,2.05,2.0,1.8
